GET ATOMIC IMAGES OF A CHOSEN RESOLUTION

input file of scattering factors :
    MX_wk1995_6.SF
truncation radius          11.0000
distance grid step          0.0010
resolution cut-off          1.0000
resolution grid number   2000
temperature factor          0.0000
number of atomic types      7
following atomic types are chosen :
    C    N    O    P    S    Fe   Au  

scattering factors file. First line:
following wk1995.cpp from Phenix

table of scattering factors contains data for  213  atomic types
    6 -Gaussian approximation is used
identified positions in the table
    7    8    9   16   17   27   80

     N     dist       C              N              O              P              S              Fe             Au             
   241     0.2410        7.60061148     9.43393290    11.72769026    26.78633501    28.17834618    49.74949947   183.05768029
   242     0.2420        7.58721734     9.41759420    11.70737576    26.73571875    28.12535597    49.65731139   182.70591452
   243     0.2430        7.57378574     9.40120950    11.68700394    26.68496260    28.07221926    49.56486680   182.35317852
   244     0.2440        7.56031686     9.38477904    11.66657511    26.63406735    28.01893685    49.47216713   181.99947779
   245     0.2450        7.54681091     9.36830307    11.64608957    26.58303381    27.96550959    49.37921379   181.64481786
   246     0.2460        7.53326810     9.35178183    11.62554763    26.53186275    27.91193829    49.28600822   181.28920425
   247     0.2470        7.51968864     9.33521557    11.60494960    26.48055498    27.85822379    49.19255184   180.93264251
   248     0.2480        7.50607272     9.31860454    11.58429577    26.42911128    27.80436692    49.09884607   180.57513818
   249     0.2490        7.49242056     9.30194898    11.56358647    26.37753247    27.75036852    49.00489236   180.21669682
   250     0.2500        7.47873236     9.28524915    11.54282199    26.32581933    27.69622942    48.91069215   179.85732403
   251     0.2510        7.46500834     9.26850529    11.52200265    26.27397267    27.64195046    48.81624687   179.49702538
   252     0.2520        7.45124868     9.25171766    11.50112876    26.22199329    27.58753248    48.72155796   179.13580647
   253     0.2530        7.43745361     9.23488650    11.48020061    26.16988199    27.53297632    48.62662687   178.77367291
   254     0.2540        7.42362333     9.21801206    11.45921854    26.11763959    27.47828282    48.53145506   178.41063033
   255     0.2550        7.40975806     9.20109461    11.43818284    26.06526688    27.42345283    48.43604397   178.04668436
   256     0.2560        7.39585799     9.18413438    11.41709383    26.01276468    27.36848720    48.34039506   177.68184064
   257     0.2570        7.38192334     9.16713163    11.39595183    25.96013380    27.31338676    48.24450979   177.31610483
   258     0.2580        7.36795432     9.15008661    11.37475713    25.90737505    27.25815238    48.14838961   176.94948259
   259     0.2590        7.35395114     9.13299959    11.35351007    25.85448924    27.20278490    48.05203600   176.58197961
   260     0.2600        7.33991401     9.11587080    11.33221095    25.80147720    27.14728517    47.95545041   176.21360156
   261     0.2610        7.32584314     9.09870051    11.31086009    25.74833972    27.09165405    47.85863432   175.84435414
   262     0.2620        7.31173875     9.08148897    11.28945781    25.69507765    27.03589240    47.76158920   175.47424308
   263     0.2630        7.29760103     9.06423643    11.26800441    25.64169178    26.98000107    47.66431652   175.10327407
   264     0.2640        7.28343022     9.04694316    11.24650022    25.58818296    26.92398092    47.56681776   174.73145285
   265     0.2650        7.26922651     9.02960940    11.22494555    25.53455199    26.86783282    47.46909440   174.35878517
   266     0.2660        7.25499013     9.01223542    11.20334073    25.48079970    26.81155761    47.37114793   173.98527676
   267     0.2670        7.24072128     8.99482147    11.18168607    25.42692692    26.75515618    47.27297981   173.61093339
   268     0.2680        7.22642018     8.97736781    11.15998188    25.37293448    26.69862937    47.17459155   173.23576082
   269     0.2690        7.21208704     8.95987469    11.13822850    25.31882319    26.64197807    47.07598464   172.85976483
   270     0.2700        7.19772208     8.94234238    11.11642624    25.26459390    26.58520313    46.97716056   172.48295120
   271     0.2710        7.18332552     8.92477113    11.09457541    25.21024744    26.52830542    46.87812081   172.10532574
   272     0.2720        7.16889756     8.90716121    11.07267635    25.15578462    26.47128582    46.77886689   171.72689425
   273     0.2730        7.15443842     8.88951287    11.05072937    25.10120630    26.41414520    46.67940030   171.34766254
   274     0.2740        7.13994833     8.87182637    11.02873479    25.04651330    26.35688442    46.57972253   170.96763644
   275     0.2750        7.12542749     8.85410197    11.00669295    24.99170646    26.29950437    46.47983510   170.58682177
   276     0.2760        7.11087612     8.83633994    10.98460415    24.93678662    26.24200592    46.37973950   170.20522438
   277     0.2770        7.09629443     8.81854054    10.96246873    24.88175461    26.18438995    46.27943726   169.82285012
   278     0.2780        7.08168266     8.80070402    10.94028700    24.82661128    26.12665733    46.17892987   169.43970484
   279     0.2790        7.06704100     8.78283065    10.91805930    24.77135746    26.06880895    46.07821886   169.05579442
   280     0.2800        7.05236969     8.76492069    10.89578595    24.71599400    26.01084568    45.97730573   168.67112471
   281     0.2810        7.03766893     8.74697441    10.87346727    24.66052175    25.95276841    45.87619200   168.28570161
   282     0.2820        7.02293896     8.72899207    10.85110360    24.60494154    25.89457802    45.77487920   167.89953101
   283     0.2830        7.00817997     8.71097393    10.82869525    24.54925422    25.83627540    45.67336885   167.51261881
   284     0.2840        6.99339220     8.69292025    10.80624255    24.49346064    25.77786143    45.57166246   167.12497090
   285     0.2850        6.97857587     8.67483130    10.78374583    24.43756164    25.71933699    45.46976157   166.73659320
   286     0.2860        6.96373119     8.65670735    10.76120543    24.38155808    25.66070298    45.36766769   166.34749164
   287     0.2870        6.94885838     8.63854865    10.73862166    24.32545081    25.60196028    45.26538237   165.95767215
   288     0.2880        6.93395766     8.62035548    10.71599485    24.26924067    25.54310979    45.16290713   165.56714065
   289     0.2890        6.91902925     8.60212810    10.69332534    24.21292851    25.48415239    45.06024351   165.17590308
   290     0.2900        6.90407338     8.58386678    10.67061346    24.15651520    25.42508898    44.95739303   164.78396541
   291     0.2910        6.88909027     8.56557178    10.64785953    24.10000158    25.36592045    44.85435725   164.39133358
   292     0.2920        6.87408013     8.54724337    10.62506388    24.04338852    25.30664770    44.75113769   163.99801356
   293     0.2930        6.85904319     8.52888181    10.60222685    23.98667685    25.24727161    44.64773589   163.60401132
   294     0.2940        6.84397966     8.51048738    10.57934877    23.92986745    25.18779309    44.54415340   163.20933284
   295     0.2950        6.82888978     8.49206033    10.55642996    23.87296117    25.12821303    44.44039177   162.81398408
   296     0.2960        6.81377376     8.47360095    10.53347077    23.81595887    25.06853233    44.33645253   162.41797106
   297     0.2970        6.79863182     8.45510949    10.51047151    23.75886140    25.00875189    44.23233723   162.02129975
   298     0.2980        6.78346419     8.43658623    10.48743253    23.70166964    24.94887261    44.12804743   161.62397617
   299     0.2990        6.76827109     8.41803143    10.46435416    23.64438443    24.88889539    44.02358467   161.22600631
   300     0.3000        6.75305275     8.39944536    10.44123673    23.58700665    24.82882113    43.91895051   160.82739619
   301     0.3010        6.73780938     8.38082830    10.41808057    23.52953714    24.76865074    43.81414649   160.42815183
   302     0.3020        6.72254121     8.36218050    10.39488602    23.47197679    24.70838511    43.70917418   160.02827926
   303     0.3030        6.70724846     8.34350225    10.37165341    23.41432645    24.64802516    43.60403512   159.62778449
   304     0.3040        6.69193136     8.32479381    10.34838308    23.35658699    24.58757178    43.49873089   159.22667357
   305     0.3050        6.67659014     8.30605545    10.32507536    23.29875927    24.52702588    43.39326302   158.82495254
   306     0.3060        6.66122501     8.28728744    10.30173059    23.24084416    24.46638838    43.28763309   158.42262743
   307     0.3070        6.64583619     8.26849005    10.27834910    23.18284252    24.40566016    43.18184266   158.01970431
   308     0.3080        6.63042393     8.24966355    10.25493123    23.12475524    24.34484216    43.07589329   157.61618921
   309     0.3090        6.61498843     8.23080822    10.23147731    23.06658317    24.28393526    42.96978655   157.21208821
   310     0.3100        6.59952993     8.21192433    10.20798768    23.00832718    24.22294038    42.86352399   156.80740737
   311     0.3110        6.58404864     8.19301214    10.18446268    22.94998814    24.16185844    42.75710719   156.40215275
   312     0.3120        6.56854480     8.17407193    10.16090264    22.89156693    24.10069034    42.65053771   155.99633042
   313     0.3130        6.55301863     8.15510398    10.13730790    22.83306442    24.03943699    42.54381712   155.58994647
   314     0.3140        6.53747036     8.13610854    10.11367880    22.77448147    23.97809930    42.43694700   155.18300697
   315     0.3150        6.52190021     8.11708591    10.09001568    22.71581896    23.91667820    42.32992890   154.77551801
   316     0.3160        6.50630841     8.09803634    10.06631887    22.65707777    23.85517458    42.22276442   154.36748567
   317     0.3170        6.49069518     8.07896011    10.04258871    22.59825876    23.79358937    42.11545511   153.95891604
   318     0.3180        6.47506075     8.05985750    10.01882554    22.53936281    23.73192347    42.00800255   153.54981523
   319     0.3190        6.45940534     8.04072877     9.99502970    22.48039079    23.67017781    41.90040832   153.14018933
   320     0.3200        6.44372919     8.02157420     9.97120152    22.42134359    23.60835329    41.79267400   152.73004445
   321     0.3210        6.42803252     8.00239407     9.94734135    22.36222207    23.54645084    41.68480115   152.31938668
   322     0.3220        6.41231555     7.98318864     9.92344953    22.30302711    23.48447137    41.57679136   151.90822213
   323     0.3230        6.39657852     7.96395820     9.89952639    22.24375959    23.42241579    41.46864620   151.49655693
   324     0.3240        6.38082165     7.94470301     9.87557227    22.18442038    23.36028503    41.36036726   151.08439717
   325     0.3250        6.36504516     7.92542335     9.85158752    22.12501036    23.29807999    41.25195611   150.67174899
   326     0.3260        6.34924929     7.90611949     9.82757246    22.06553041    23.23580160    41.14341433   150.25861849
   327     0.3270        6.33343426     7.88679171     9.80352746    22.00598141    23.17345078    41.03474351   149.84501180
   328     0.3280        6.31760030     7.86744029     9.77945283    21.94636423    23.11102844    40.92594523   149.43093505
   329     0.3290        6.30174764     7.84806548     9.75534893    21.88667976    23.04853551    40.81702107   149.01639435
   330     0.3300        6.28587649     7.82866758     9.73121609    21.82692886    22.98597290    40.70797261   148.60139585
   331     0.3310        6.26998710     7.80924686     9.70705466    21.76711243    22.92334152    40.59880144   148.18594566
   332     0.3320        6.25407969     7.78980359     9.68286497    21.70723133    22.86064231    40.48950914   147.77004992
   333     0.3330        6.23815449     7.77033804     9.65864736    21.64728646    22.79787618    40.38009729   147.35371477
   334     0.3340        6.22221172     7.75085049     9.63440219    21.58727868    22.73504405    40.27056748   146.93694633
   335     0.3350        6.20625162     7.73134122     9.61012978    21.52720889    22.67214685    40.16092130   146.51975076
   336     0.3360        6.19027440     7.71181050     9.58583048    21.46707795    22.60918548    40.05116034   146.10213418
   337     0.3370        6.17428030     7.69225861     9.56150462    21.40688675    22.54616088    39.94128617   145.68410273
   338     0.3380        6.15826955     7.67268582     9.53715257    21.34663618    22.48307396    39.83130038   145.26566256
   339     0.3390        6.14224238     7.65309240     9.51277464    21.28632710    22.41992564    39.72120457   144.84681980
   340     0.3400        6.12619901     7.63347864     9.48837119    21.22596041    22.35671685    39.61100031   144.42758061
   341     0.3410        6.11013967     7.61384480     9.46394255    21.16553698    22.29344851    39.50068921   144.00795111
   342     0.3420        6.09406459     7.59419117     9.43948907    21.10505769    22.23012154    39.39027283   143.58793746
   343     0.3430        6.07797399     7.57451802     9.41501109    21.04452343    22.16673686    39.27975278   143.16754580
   344     0.3440        6.06186812     7.55482563     9.39050895    20.98393507    22.10329539    39.16913064   142.74678228
   345     0.3450        6.04574718     7.53511426     9.36598299    20.92329350    22.03979805    39.05840800   142.32565304
   346     0.3460        6.02961142     7.51538420     9.34143356    20.86259960    21.97624577    38.94758645   141.90416421
   347     0.3470        6.01346106     7.49563572     9.31686099    20.80185425    21.91263946    38.83666757   141.48232196
   348     0.3480        5.99729633     7.47586910     9.29226563    20.74105833    21.84898005    38.72565295   141.06013243
   349     0.3490        5.98111746     7.45608462     9.26764783    20.68021272    21.78526847    38.61454418   140.63760175
   350     0.3500        5.96492468     7.43628254     9.24300791    20.61931830    21.72150562    38.50334286   140.21473607
   351     0.3510        5.94871821     7.41646315     9.21834622    20.55837596    21.65769244    38.39205056   139.79154154
   352     0.3520        5.93249828     7.39662671     9.19366312    20.49738658    21.59382984    38.28066887   139.36802429
   353     0.3530        5.91626512     7.37677352     9.16895892    20.43635103    21.52991874    38.16919940   138.94419048
   354     0.3540        5.90001896     7.35690384     9.14423399    20.37527019    21.46596008    38.05764371   138.52004625
   355     0.3550        5.88376003     7.33701794     9.11948866    20.31414496    21.40195476    37.94600340   138.09559772
   356     0.3560        5.86748855     7.31711611     9.09472327    20.25297620    21.33790371    37.83428006   137.67085105
